
		"DOTA_Tooltip_ability_item_rpc_hurricane_vest"									"Hurricane Vest"
		"item_rpc_robe_of_flooding_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_robe_of_flooding_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_robe_of_flooding_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_flooding_3"					"Water Elemental"
		"property_flooding_description_3"			"When you finish casting @Ability4, summon a Water Elemental that restores <% ITEM_RPC_ROBE_OF_FLOODING_MANA_RESTORE_PCT %>% of your max mana on attack for <% ITEM_RPC_ROBE_OF_FLOODING_DURATION %> seconds. Its attacks deal AOE Magical damage equal to <% ITEM_RPC_ROBE_OF_FLOODING_AOE_INT_TO_DMG %>x your Intelligence.<br>Also has a wave projectile spell that deals <% ITEM_RPC_ROBE_OF_FLOODING_ATTACK_TO_WAVE_DMG %>x your attack power as Magical damage.<br>All damage dealt is considered Base Ability damage for @Ability4."
		
		
		"DOTA_Tooltip_ability_item_rpc_avalanche_plate"								"Avalanche Plate"
		"item_rpc_avalanche_plate_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_avalanche_plate_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_avalanche_plate_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_avalanche_plate_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_avalanche_2"					"Mountain Quake"
		"property_avalanche_description_2"			"When you finish casting @Ability4, release a <% ITEM_RPC_AVALANCHE_PLATE_AVALANCHE_RADIUS %>-radius avalanche which deals <% ITEM_RPC_AVALANCHE_PLATE_AVALANCHE_STR_TO_DMG %>x your Strength every <% ITEM_RPC_AVALANCHE_PLATE_AVALANCHE_INTERVAL %> seconds. Struck enemies are stunned for <% ITEM_RPC_AVALANCHE_PLATE_STUN_DUR %> seconds. Each enemy hit counts up to <% ITEM_RPC_AVALANCHE_PLATE_ENEMY_HITS_THRESHOLD %>, at which point you create a massive earthquake that deals<br><% ITEM_RPC_AVALANCHE_PLATE_EARTHQUAKE_STR_TO_DMG %>x Strength to enemies in a <% ITEM_RPC_AVALANCHE_PLATE_EARTHQUAKE_RADIUS %> radius and stuns them for <% ITEM_RPC_AVALANCHE_PLATE_EARTHQUAKE_STUN_DUR %> seconds.<br>All damage dealt directly by items is enhanced by <% ITEM_RPC_AVALANCHE_PLATE_ITEM_AMP_PER_STR %>% for each <% ITEM_RPC_AVALANCHE_PLATE_STR_DIVISOR %> points of Strength."
		
		
		"DOTA_Tooltip_ability_item_rpc_armor_of_violet_guard"							"Armor of the Violet Guard"
		"item_rpc_armor_of_violet_guard_ruby1"							"blah blah @ruby_property1 gem"
		"item_rpc_armor_of_violet_guard_emerald1"							"blah blah @emerald_property1 gem"
		"item_rpc_armor_of_violet_guard_sapphire1"							"blah blah @sapphire_property1 gem"
		"item_rpc_armor_of_violet_guard_amethyst1"							"blah blah @amethyst_property1 gem"
		"item_property_violet_guard_armor2"			"Violet Conqueror"
		"property_violet_guard_armor_description2"	"Increases Base Ability Damage of @Ability1 by <% ITEM_RPC_ARMOR_OF_VIOLET_GUARD_BAD %>%. <% ITEM_RPC_ARMOR_OF_VIOLET_GUARD_DAMAGE_TO_ARMOR_REDUCTION * 100 %>% of the damage it deals reduces each target's Armor by 1 for <% ITEM_RPC_ARMOR_OF_VIOLET_GUARD_DURATION %> seconds. This cannot reduce a target's Armor below 0."
		"DOTA_Tooltip_modifier_violet_guard_armor_loss_visible"	"Violet Subjugation"
		"DOTA_Tooltip_modifier_violet_guard_armor_loss_visible_Description"	"Reduced Armor."
		
		
		"DOTA_Tooltip_ability_item_rpc_seraphic_soulvest"								"Seraphic Soulvest"
		"item_rpc_seraphic_soulvest_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_seraphic_soulvest_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_seraphic_soulvest_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_seraphic_soulvest_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_seraphic_soulvest"			"Seraphic Lance"
		"property_seraphic_soulvest_description"	"Every cast of @Ability2 also launches a Seraphic Lance from your chest armor at a random target in a large radius, dealing <% ITEM_RPC_SERAPHIC_SOULVEST_ATTACK_TO_DMG %>% of your attack damage times @Ability2 level as Pure damage."
		
		
		"DOTA_Tooltip_ability_item_rpc_plate_of_the_watcher"							"Plate of the Watcher"
		"item_rpc_plate_of_the_watcher_ruby1"							"blah blah @ruby_property1 gem"
		"item_rpc_plate_of_the_watcher_emerald1"							"blah blah @emerald_property1 gem"
		"item_rpc_plate_of_the_watcher_sapphire1"							"blah blah @sapphire_property1 gem"
		"item_rpc_plate_of_the_watcher_amethyst1"							"blah blah @amethyst_property1 gem"
		"item_property_watcher_one"					"Watcher I"
		"property_watcher_one_description"			"Every cast of @Ability has a <% ITEM_RPC_PLATE_OF_THE_WATCHER_I_REFRESH_CHANCE %>% chance to instantly refresh the cooldown of @Ability4."
		"item_property_watcher_two"					"Watcher II"
		"property_watcher_two_description"			"Increases the damage of all Base Abilities by <% ITEM_RPC_PLATE_OF_THE_WATCHER_II_BAD %>%."
		"item_property_watcher_three"				"Watcher III"
		"property_watcher_three_description"		"Increases the Base Ability Damage of @Ability2 by 35%."
		"item_property_watcher_four"				"Watcher IV"
		"property_watcher_four_description"			"Increases the Base Ability Damage of @Ability4 by 35%."
		
		
		"DOTA_Tooltip_ability_item_rpc_sorcerers_regalia"								"Sorcerer's Regalia"
		"item_rpc_sorcerers_regalia_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_sorcerers_regalia_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_sorcerers_regalia_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_sorcerers_regalia_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_sorcerers_regalia"			"Spellbinder"
		"property_sorcerers_regalia_description"	"Post-Mitigation magic damage output increased by <% ITEM_RPC_SORCERERS_REGALIA_MAGIC_POST_MITI %>%."
		
		
		"DOTA_Tooltip_ability_item_rpc_spellslinger_coat"								"Spellslinger's Coat"
		"item_rpc_spellslinger_coat_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_spellslinger_coat_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_spellslinger_coat_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_spellslinger_coat_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_spellslinger_coat"			"Spellslinger"
		"property_spellslinger_coat_description"	"@Ability2 restores <% ITEM_RPC_SPELLSLINGER_COAT_MANA_RESTORE %>% of its mana cost on use and its Base Ability Damage is increased by <% ITEM_RPC_SPELLSLINGER_COAT_BAD %>%."
		
		
		"DOTA_Tooltip_ability_item_rpc_doomplate"										"Doomplate"
		"item_rpc_doomplate_ruby1"										"blah blah @ruby_property1 gem"
		"item_rpc_doomplate_emerald1"										"blah blah @emerald_property1 gem"
		"item_rpc_doomplate_sapphire1"										"blah blah @sapphire_property1 gem"
		"item_rpc_doomplate_amethyst1"										"blah blah @amethyst_property1 gem"
		"item_property_doomplate"					"Summon Doom"
		"property_doomplate_description"			"Casting @Ability4 summons Doombringer. He immediately Dooms you on summon, silencing and disarming you, and then proceeds to combat enemies with pyroblasts that deal 1x Doombringer's attack damage, which is @special_property1x the caster's.<br> Lasts 30 seconds and has a 30 second cooldown. Armor and health increases with caster's."
		"doomplate_doom"							"Doom"
		"DOTA_Tooltip_modifier_doomplate_cooldown"	"Doomplate Cooldown"
		"DOTA_Tooltip_modifier_doomplate_doom_debuff"	"Doom"
		"DOTA_Tooltip_modifier_doomplate_doom_debuff_Description"	"Disarmed and silenced"
		
		
		"DOTA_Tooltip_ability_item_rpc_ice_quill_carapace"								"Ice Quill Carapace"
		"item_rpc_ice_quill_carapace_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_ice_quill_carapace_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_ice_quill_carapace_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_ice_quill_carapace_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_ice_quill"					"Ice Quills"
		"property_ice_quill_description"			"When you spend <% ITEM_RPC_ICE_QUILL_CARAPACE_MANA_THRESHOLD %> mana, gain an Ice Quill stack. When you cast any ability or use an item, the stacks are released individually on <% ITEM_RPC_ICE_QUILL_CARAPACE_INTERVAL %>-second intervals, restoring <% ITEM_RPC_ICE_QUILL_CARAPACE_MANA_RESTORE_PCT %>% of max mana and dealing <% ITEM_RPC_ICE_QUILL_CARAPACE_ATTACK_TO_DMG %>x your total attack power in a <% ITEM_RPC_ICE_QUILL_CARAPACE_RADIUS %> radius with each blast. Will not trigger if a previous explosion of icicles is still resolving."
		"DOTA_Tooltip_modifier_ice_quill_carapace_stack"	"Ice Quill"
		"DOTA_Tooltip_modifier_ice_quill_carapace_stack_Description"	"Cast an ability to release."
		
		
		"DOTA_Tooltip_ability_item_rpc_featherwhite_armor"								"Featherwhite Armor"
		"item_rpc_featherwhite_armor_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_featherwhite_armor_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_featherwhite_armor_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_featherwhite_armor_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_featherwhite_armor"			"Ivory Gryffon"
		"property_featherwhite_armor_description"	"A gryphon follows you always, healing you and all surrounding units for <% ITEM_RPC_FEATHERWHITE_ARMOR_HEAL_OF_MAX_HP %>% of their max health each <% ITEM_RPC_FEATHERWHITE_ARMOR_INTERVAL %> second interval while also reducing all Magic and Pure damage taken by <% ITEM_RPC_FEATHERWHITE_ARMOR_MAGIC_AND_PURE_REDUCTION %>%. The gryphon also has its own flying vision."
		"DOTA_Tooltip_modifier_ivory_gryffin_aura_effect"	"Featherwhite Aura"
		"DOTA_Tooltip_modifier_ivory_gryffin_aura_effect_Description"	"Magic and Pure damage reduced by <% ITEM_RPC_FEATHERWHITE_ARMOR_MAGIC_AND_PURE_REDUCTION %>%%"
		
		
		"DOTA_Tooltip_ability_item_rpc_dragon_ceremony_vestments"						"Vestments of the Dragon Ceremony"
		"item_rpc_dragon_ceremony_vestments_ruby1"						"blah blah @ruby_property1 gem"
		"item_rpc_dragon_ceremony_vestments_emerald1"						"blah blah @emerald_property1 gem"
		"item_rpc_dragon_ceremony_vestments_sapphire1"						"blah blah @sapphire_property1 gem"
		"item_rpc_dragon_ceremony_vestments_amethyst1"						"blah blah @amethyst_property1 gem"
		"item_property_dragon_ceremony"				"Beast of Ceremony"
		"property_dragon_ceremony_description"		"A wyrmling follows you always, launching an attack every <% ITEM_RPC_DRAGON_CEREMONY_VESTMENTS_INTERVAL %> seconds on up to <% ITEM_RPC_DRAGON_CEREMONY_VESTMENTS_NUMBER_OF_ENEMIES %> nearby enemies that deals damage equal to <% ITEM_RPC_DRAGON_CEREMONY_VESTMENTS_PRIMARY_ATT_TO_DMG %>x your primary attribute."
		
		
		"DOTA_Tooltip_ability_item_rpc_armor_of_secret_temple"							"Armor of the Secret Temple"
		"item_rpc_armor_of_secret_temple_ruby1"							"blah blah @ruby_property1 gem"
		"item_rpc_armor_of_secret_temple_emerald1"							"blah blah @emerald_property1 gem"
		"item_rpc_armor_of_secret_temple_sapphire1"							"blah blah @sapphire_property1 gem"
		"item_rpc_armor_of_secret_temple_amethyst1"							"blah blah @amethyst_property1 gem"
		"item_property_secret_temple"				"Refraction"
		"property_secret_temple_description"		"After casting @Ability4, a temporary refraction shield envelops you, which will completely negate the next <% ITEM_RPC_ARMOR_OF_SECRET_TEMPLE_SHIELDS %> instances of damage you receive. When the shield activates, your current Base Attack Damage is doubled, and will remain doubled until the shield expires or is broken. This effect does not stack with itself."
		"DOTA_Tooltip_modifier_secret_temple_refraction"				"Refraction"
		"DOTA_Tooltip_modifier_secret_temple_refraction_description"	"Blocking damage instances. Base attack damage doubled."
		
		
		"DOTA_Tooltip_ability_item_rpc_vampiric_breastplate"							"Vampiric Breastplate"
		"item_rpc_vampiric_breastplate_ruby1"							"blah blah @ruby_property1 gem"
		"item_rpc_vampiric_breastplate_emerald1"							"blah blah @emerald_property1 gem"
		"item_rpc_vampiric_breastplate_sapphire1"							"blah blah @sapphire_property1 gem"
		"item_rpc_vampiric_breastplate_amethyst1"							"blah blah @amethyst_property1 gem"
		"item_property_vampiric_breastplate"		"Vampiric Core"
		"property_varmpiric_breastplate_description" "Heal for <% ITEM_RPC_VAMPIRIC_BREASTPLATE_Q_LIFESTEAL %>% of all damage dealt by @Ability1."
		
		
		"DOTA_Tooltip_ability_item_rpc_dark_arts_vestments"								"Vestments of the Dark Arts"
		"item_rpc_dark_arts_vestments_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_dark_arts_vestments_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_dark_arts_vestments_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_dark_arts_vestments_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_dark_arts"					"Dark Mastery"
		"property_dark_arts_description"			"Increases your Agility by <% ITEM_RPC_DARK_ARTS_VESTMENTS_INT_TO_AGI * 100 %>% of your Intelligence."
		
		
		"DOTA_Tooltip_ability_item_rpc_legion_vestments"								"Legion Vestments"
		"item_rpc_legion_vestments_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_legion_vestments_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_legion_vestments_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_legion_vestments_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_legion_vestments"			"Legion Command"
		"property_legion_vestments_description"		"Increases All Attributes by <% LEGION_VESTMENTS_ATTRIBUTE_INCREASE * 100 %>%."
		
		
		"DOTA_Tooltip_ability_item_rpc_nightmare_rider_mantle"							"Nightmare Rider Mantle"
		"item_rpc_nightmare_rider_mantle_ruby1"							"blah blah @ruby_property1 gem"
		"item_rpc_nightmare_rider_mantle_emerald1"							"blah blah @emerald_property1 gem"
		"item_rpc_nightmare_rider_mantle_sapphire1"							"blah blah @sapphire_property1 gem"
		"item_rpc_nightmare_rider_mantle_amethyst1"							"blah blah @amethyst_property1 gem"
		"item_property_nightmare_rider"				"Shadow Melt"
		"property_nightmare_rider_description"		"Casting @Ability1 releases a burst of shadow that slows all nearby enemies by <% NIGHTMARE_RIDER_SLOW %>% and reduces their current armor by <% NIGHTMARE_RIDER_ARMOR_REDUCTION %>% for <% NIGHTMARE_RIDER_DEBUFF_DURATION %> seconds. Also increases their post-mitigation damage taken by <% NIGHTMARE_RIDER_POST_MITIGATION_DEBUFF %>%. Attacking builds stacks that increase the radius by <% NIGHTMARE_RIDER_RADIUS_INCREASE %>. Active stacks also increase <font color=\"#7F4F84\">Shadow</font> damage by <% NIGHTMARE_RIDER_ELEMENT_SHADOW_INCREASE %>%. Max <% NIGHTMARE_RIDER_MAX_STACKS %> stacks."
		"DOTA_Tooltip_modifier_nightmare_rider_stacks"	"Nightmare Stacks"
		"DOTA_Tooltip_modifier_nightmare_rider_stacks_Description"	"Each stack increases the radius of Shadow Melt and increases <font color=\"#7F4F84\">Shadow</font> damage by 300%%."
		"DOTA_Tooltip_modifier_nightmare_rider_effect_visible"	"Shadow Melt"
		"DOTA_Tooltip_modifier_nightmare_rider_effect_visible_Description"	"Losing movespeed and Armor, and taking increased post-mitigation damage"
		
		
		"DOTA_Tooltip_ability_item_rpc_space_tech_vest"									"Space Tech Vest"
		"item_rpc_space_tech_vest_ruby1"									"blah blah @ruby_property1 gem"
		"item_rpc_space_tech_vest_emerald1"									"blah blah @emerald_property1 gem"
		"item_rpc_space_tech_vest_sapphire1"									"blah blah @sapphire_property1 gem"
		"item_rpc_space_tech_vest_amethyst1"									"blah blah @amethyst_property1 gem"
		"item_property_space_tech"					"Gravity Bend"
		"property_space_tech_description"			"While channeling @Ability4, a gravitic field disrupts the space around you. All surrounding enemies have their attack speed slowed by <% SPACE_TECH_AS_SLOW %>, and movespeed slowed by <% SPACE_TECH_MS_SLOW %>%. The slow effects stick for <% SPACE_TECH_DURATION %> seconds after leaving the disruption field. Additionally, while channeling @Ability4, gain <% SPACE_TECH_BONUS_ATTACK_DMG_PER_STACK %>% Bonus Attack damage every <% SPACE_TECH_GAIN_INTERVAL %> seconds. These stacks are lost when beginning to channel the spell again."
		"DOTA_Tooltip_modifier_space_tech_buff"					"Gravity Bend"
		"DOTA_Tooltip_modifier_space_tech_buff_Description"		"Increased attack damage."
		
		
		"DOTA_Tooltip_ability_item_rpc_stormshield_cloak"								"Stormshield Cloak"
		"item_rpc_stormshield_cloak_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_stormshield_cloak_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_stormshield_cloak_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_stormshield_cloak_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_stormshield"					"Storm Shield"
		"property_stormshield_description"			"Reduces all Physical damage taken by <% STORMSHIELD_PHYS_REDUCTION * 100 %>%."
		
		
		"DOTA_Tooltip_ability_item_rpc_gilded_soul_cage"								"Gilded Soul Cage"
		"item_rpc_gilded_soul_cage_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_gilded_soul_cage_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_gilded_soul_cage_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_gilded_soul_cage_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_gilded_soul"					"Siphon Soul"
		"property_gilded_soul_description"			"Slain enemies' souls explode with light and heal you and nearby allies for <% GILDED_SOUL_CAGE_HEAL_PCT %>% of their max health. They also increase your attack damage by <% GILDED_SOUL_CAGE_BONUS_ATTACK_DAMAGE %>% and <font color=\"#F6FFB5\">Holy</font> damage by <% GILDED_SOUL_CAGE_ELEMENT_HOLY_AMP %>% for <% GILDED_SOUL_CAGE_BUFF_DURATION %> seconds, stacking up to <% GILDED_SOUL_CAGE_MAX_STACKS %> times. Stacks only lower by 1 at a time.<br>When an enemy's soul is collected, gain <% GILDED_SOUL_CAGE_MAGIC_IMMUNITY_DURATION %> seconds Spell Immunity."
		"DOTA_Tooltip_modifier_gilded_soul_buff"				"Gilded Soul Cage"
		"DOTA_Tooltip_modifier_gilded_soul_buff_Description"	"Gaining attack damage and Holy damage."
		"DOTA_Tooltip_modifier_gilded_soul_immunity" "Gilded Soul Spell Immunity"
		
		
		"DOTA_Tooltip_ability_item_rpc_bluestar_armor"									"Bluestar Armor"
		"item_rpc_bluestar_armor_ruby1"									"blah blah @ruby_property1 gem"
		"item_rpc_bluestar_armor_emerald1"									"blah blah @emerald_property1 gem"
		"item_rpc_bluestar_armor_sapphire1"									"blah blah @sapphire_property1 gem"
		"item_rpc_bluestar_armor_amethyst1"									"blah blah @amethyst_property1 gem"
		"item_property_bluestar_armor"				"Mana Burst"
		"property_bluestar_armor_description"		"Whenever you spend mana, heal health equal to the mana spent and quickly dash forward."
		
		
		"DOTA_Tooltip_ability_item_rpc_hermits_spike_shell"								"Hermit's Spike Shell"
		"item_rpc_hermits_spike_shell_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_hermits_spike_shell_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_hermits_spike_shell_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_hermits_spike_shell_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_hermit_spike_shell"			"Quill Spray"
		"property_hermit_spike_shell_description"	"When you take a total of <% HERMIT_SPIKE_THRESHOLD %>% of your max health as damage, release quills that deal <% HERMIT_SPIKE_DAMAGE_OF_DAMAGE_TAKEN %> x the damage taken as Physical to all surrounding enemies."
		
		
		"DOTA_Tooltip_ability_item_rpc_the_infernal_prison"								"The Infernal Prison"
		"item_rpc_the_infernal_prison_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_the_infernal_prison_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_the_infernal_prison_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_the_infernal_prison_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_infernal_prison"				"Immolation"
		"property_infernal_prison_description"		"Enemies who attack you are engulfed in flames, losing 110 attack speed and taking 50x your armor as magic damage every 0.5 seconds. Nearby enemies lose 260 attack speed and take<br>100% attack power as magic damage every 0.5 seconds."
		
		
		"DOTA_Tooltip_ability_item_rpc_enchanted_solar_cape"							"Enchanted Solar Cape"
		"item_rpc_enchanted_solar_cape_ruby1"							"blah blah @ruby_property1 gem"
		"item_rpc_enchanted_solar_cape_emerald1"							"blah blah @emerald_property1 gem"
		"item_rpc_enchanted_solar_cape_sapphire1"							"blah blah @sapphire_property1 gem"
		"item_rpc_enchanted_solar_cape_amethyst1"							"blah blah @amethyst_property1 gem"
		"item_property_enchanted_solar"				"Solar Flare"
		"property_enchanted_solar_description"		"Taking any Magical or Pure damage increases both Base Ability Damage and all Elemental Damage bonuses by <% SOLAR_CAPE_BAD_AND_ELEMENTAL_AMP %>% for <% SOLAR_CAPE_DURATION %> seconds."
		"DOTA_Tooltip_modifier_enchanted_solar_cape_effect"				"Solar Flare"
		"DOTA_Tooltip_modifier_enchanted_solar_cape_effect_Description"	"All Base Ability damage and Elemental damage increased by <% SOLAR_CAPE_BAD_AND_ELEMENTAL_AMP %>%"
		
		
		"DOTA_Tooltip_ability_item_rpc_ocean_tempest_pallium"							"Ocean Tempest Pallium"
		"item_rpc_ocean_tempest_pallium_ruby1"							"blah blah @ruby_property1 gem"
		"item_rpc_ocean_tempest_pallium_emerald1"							"blah blah @emerald_property1 gem"
		"item_rpc_ocean_tempest_pallium_sapphire1"							"blah blah @sapphire_property1 gem"
		"item_rpc_ocean_tempest_pallium_amethyst1"							"blah blah @amethyst_property1 gem"
		"item_property_ocean_tempest"				"Tidal Windstorm"
		"property_ocean_tempest_description"		"Drain <% OCEAN_TEMPEST_MANA_DRAIN_PER_SECOND %>% of your max mana per second while channeling @Ability4. For every <% OCEAN_TEMPEST_MANA_DRAIN_THRESHOLD %>  mana drained, increase @Ability4 damage by <% OCEAN_TEMPEST_BAD_PER_MANA_THRESHOLD %>%. This bonus resets when casting @Ability4 again."
		
		
		"DOTA_Tooltip_ability_item_rpc_radiant_ruins_leather"							"Radiant Ruins Leather"
		"item_rpc_radiant_ruins_leather_ruby1"							"blah blah @ruby_property1 gem"
		"item_rpc_radiant_ruins_leather_emerald1"							"blah blah @emerald_property1 gem"
		"item_rpc_radiant_ruins_leather_sapphire1"							"blah blah @sapphire_property1 gem"
		"item_rpc_radiant_ruins_leather_amethyst1"							"blah blah @amethyst_property1 gem"
		"item_property_radiant_ruins"				"Endurance Aura"
		"property_radiant_ruins_description"		"Grants <% RADIANT_RUINS_LEATHER_AS %> attack speed and <% RADIANT_RUINS_LEATHER_MS %> movespeed to all nearby allied units."
		"DOTA_Tooltip_modifier_radiant_leather_aura_buff" "Endurance Aura"
		"DOTA_Tooltip_modifier_radiant_leather_aura_buff_Description"	"Gaining attack and movement speed"
		
		
		"DOTA_Tooltip_ability_item_rpc_twilight_vestments"								"Twilight Vestments"
		"item_rpc_twilight_vestments_ruby1"								"blah blah @ruby_property1 gem"
		"item_rpc_twilight_vestments_emerald1"								"blah blah @emerald_property1 gem"
		"item_rpc_twilight_vestments_sapphire1"								"blah blah @sapphire_property1 gem"
		"item_rpc_twilight_vestments_amethyst1"								"blah blah @amethyst_property1 gem"
		"item_property_twilight_vestments"			"Shimmering Scales"
		"property_twilight_vestments_description"	"When a single damage instance deals more than <% TWILIGHT_VESTMENT_HP_THRESHOLD %>% of your max health, you are healed for <% TWILIGHT_VESTMENT_HEAL_PCT %>% of the damage instance after <% TWILIGHT_VESTMENT_DELAY %> seconds."
		
		
		"DOTA_Tooltip_ability_item_rpc_energizing_quest_gear"							"Energizing Quest Gear"
		"item_rpc_energizing_quest_gear_ruby1"							"blah blah @ruby_property1 gem"
		"item_rpc_energizing_quest_gear_emerald1"							"blah blah @emerald_property1 gem"
		"item_rpc_energizing_quest_gear_sapphire1"							"blah blah @sapphire_property1 gem"
