
    	"DOTA_Tooltip_ability_item_rpc_slinger_boots"									"飞刀杂耍者之靴"
		"property_tranquil_boots_description"		"每移动<% ITEM_RPC_TRANQUIL_BOOTS_DISTANCE %>码，回复 <% ITEM_RPC_TRANQUIL_BOOTS_HP_HEAL_PCT %>% 的最大生命值。"
		
		
    	"DOTA_Tooltip_ability_item_rpc_yasha_boots"										"夜叉之鞋"
		"item_property_yasha"						"战斗大师Y"	
        "property_yasha_description"                "每点力量提供 <% ITEM_RPC_YASHA_BOOTS_ATK_SPD_PER_STR %> 点攻击速度和 <% ITEM_RPC_YASHA_BOOTS_ARMOR_PIERCE_PER_STR %>点物理穿透。"
        "item_rpc_yasha_boots_ruby1"                                        "增加 @ruby_property1 点力量"
        "item_rpc_yasha_boots_emerald1"                                     "增加 @emerald_property1点敏捷"
        "item_rpc_yasha_boots_sapphire1"                                        "增加@sapphire_property1%点移动速度"
        "item_rpc_yasha_boots_amethyst1"                                        "每点力量提供@amethyst_property1点基础攻击力"
		
		
    	"DOTA_Tooltip_ability_item_rpc_mana_striders"									"魔力之靴"
    	"item_rpc_mana_striders_ruby1"									"每点当前魔法值增加 @ruby_property1点魔法穿透"
    	"item_rpc_mana_striders_emerald1"									"增加最大魔法值 @emerald_property1点, 每1%当前魔法值增加 @emerald_property2点移动速度"
    	"item_rpc_mana_striders_sapphire1"									"增加 @sapphire_property1点智力并且释放 [E] 后将会回复最大魔法值 @sapphire_property2% "
    	"item_rpc_mana_striders_amethyst1"									"增加基础技能伤害 @amethyst_property1% ，但是每释放一个技能都会消耗最大魔法值"
		"item_property_mana_striders"				"魔力步伐"
		"property_mana_striders_description"		"每移动<% ITEM_RPC_MANA_STRIDERS_DISTANCE %>码，回复 <% ITEM_RPC_MANA_STRIDERS_MANA_RESTORE_PCT %>% 的最大魔法值。"
		
		
    	"DOTA_Tooltip_ability_item_rpc_fire_walkers"									"烈火战靴"
    	"item_rpc_fire_walkers_ruby1"									"普通攻击敌人有@ruby_property1% 概率在敌人脚下产生一道熔岩之路，处于熔岩之路中的敌人的护甲将会降低 @ruby_property2 点"
    	"item_rpc_fire_walkers_emerald1"									"增加熔岩之路的持续时间 @emerald_property1 秒 并且增加他的伤害 @emerald_property2"
    	"item_rpc_fire_walkers_sapphire1"									"处于熔岩之路中的敌人将会被引燃，每<% ITEM_RPC_FIRE_WALKERS_INTERVAL %> 秒受到数值为 @sapphire_property1% 熔岩之路的伤害，持续 <% ITEM_RPC_FIRE_WALKERS_SAPPHIRE_BURN_DURATION %> 秒"
    	"item_rpc_fire_walkers_amethyst1"									"有 @amethyst_property1% 概率在被 [Q], [E] 或者 [R] 技能击中的敌人的脚下产生熔岩之路。"
		"item_property_fire_walkers"				"火焰印迹"
		"property_fire_walkers_description"			"移动时留下火焰印迹，印记上的所有敌人每<% ITEM_RPC_FIRE_WALKERS_INTERVAL %>秒受到一次玩家<% ITEM_RPC_FIRE_WALKERS_DAMAGE_X_SUM_ATTRIBUTES %>x总属性值的伤害。持续5秒。"
		
		
    	"DOTA_Tooltip_ability_item_rpc_moon_tech_runners"								"月球旅航鞋"
    	"item_rpc_moon_tech_runners_ruby1"								"处于尘埃中的敌人的攻击速度将会降低 @ruby_property1 点, 并且每 <% ITEM_RPC_MOON_TECH_RUNNERS_RUBY_INTERVAL %> 秒受到@ruby_property2% 你的攻击力的伤害"
    	"item_rpc_moon_tech_runners_emerald1"								"处于月之尘埃中时发出移动指令将会将你传送至目标地点并且传送时可以躲避弹道。传送的冷却时间为 @emerald_property1 秒"
    	"item_rpc_moon_tech_runners_sapphire1"								"处于月之尘埃中的敌人的魔甲将会降低 @sapphire_property1 点并且他们有 @sapphire_property2% 的丢失概率。"
    	"item_rpc_moon_tech_runners_amethyst1"								"增加物品伤害和<font color=\"#C25DFC\">宇宙</font> 元素伤害 @amethyst_property1%"
		"item_property_moon_techs"					"月球尘埃"
		"property_moon_techs_description"			"施放 @Ability3 时在脚下留下月之尘埃，范围为<% ITEM_RPC_MOON_TECH_RUNNERS_RADIUS %>。处于尘埃中的敌人将被减速 <% ITEM_RPC_MOON_TECH_RUNNERS_MS_SLOW_PCT %>%。尘埃持续<% ITEM_RPC_MOON_TECH_RUNNERS_DURATION %>秒。"
		
		
    	"DOTA_Tooltip_ability_item_rpc_sonic_boots"										"音速鞋"
        "item_rpc_sonic_boots_ruby1"                                        "增加音速的攻击速度加成 @ruby_property1点"
        "item_rpc_sonic_boots_emerald1"                                     "处于音速状态下时将会获得额外的 @emerald_property1移动速度加成"
        "item_rpc_sonic_boots_sapphire1"                                        "处于音速状态下时移动速度上限将会提高 @sapphire_property1点"
        "item_rpc_sonic_boots_amethyst1"                                        "处于音速状态下时攻击力将会提高 @amethyst_property1% "
		"item_property_sonic_boots"					"音速"
		"property_sonic_boots_description"			"施放 @Ability3 将提高攻击速度<% ITEM_RPC_SONIC_BOOTS_ATTACK_SPEED %>点，提高移动速度<% ITEM_RPC_SONIC_BOOTS_MOVESPEED %>和移动速度上限<% ITEM_RPC_SONIC_BOOTS_MAX_MOVESPEED %>点 持续<% ITEM_RPC_SONIC_BOOTS_DURATION %>秒。同时不与其他单位产生碰撞。"
		"DOTA_Tooltip_modifier_sonic_boots_effect"			"音速"
		"DOTA_Tooltip_modifier_sonic_boots_effect_Description"	"攻击速度和移动速度及移动速度上限提高。"
		
		
    	"DOTA_Tooltip_ability_item_rpc_falcon_boots"									"猎鹰长靴"
        "item_rpc_falcon_boots_ruby1"                                       "每点当前移动速度增加基础攻击力@ruby_property1"
        "item_rpc_falcon_boots_emerald1"                                    "提高敏捷和智力@emerald_property1"
        "item_rpc_falcon_boots_sapphire1"                                   "提高攻击速度@sapphire_property1 并且提高猎鹰的冻结时间 @sapphire_property2 秒"
        "item_rpc_falcon_boots_amethyst1"                                   "提高猎鹰之空的速度 @amethyst_property1 且落地时敌人受到额外 @amethyst_property2% 你的攻击力的伤害"
		"item_property_falcon_boot"					"猎鹰之空"
		"property_falcon_boot_description"			"施放 @Ability3 后有5只猎鹰跟随你飞行并且抓取路径上的敌人。飞行结束后，将敌人丢在一起，并且冻结他们<% ITEM_RPC_FALCON_BOOTS_FREEZE_DURATION %>秒。"
		"DOTA_Tooltip_modifier_falcon_freeze"		"猎鹰之空"
		"DOTA_Tooltip_modifier_falcon_freeze_Description"	"被冻结"
		
		
		
    	"DOTA_Tooltip_ability_item_rpc_admiral_boots"									"海军上将之靴"
    	"item_rpc_admiral_boots_ruby1"									"增加 [E1] 符文数 @ruby_property1点"
    	"item_rpc_admiral_boots_emerald1"									"增加 [E3] 符文数 @emerald_property1点"
    	"item_rpc_admiral_boots_sapphire1"									"增加 [E2]符文数 @sapphire_property1点"
    	"item_rpc_admiral_boots_amethyst1"									"增加 [E4] 符文数 @amethyst_property1点"
		"item_property_admiral_boots"				"海上霸主"
		"property_admiral_boots_description"		"提高 @Ability3 伤害<% ITEM_RPC_ADMIRAL_BOOTS_BAD_E %>%。"
		
		
    	"DOTA_Tooltip_ability_item_rpc_rooted_feet"										"叶落归根"
		"item_property_rooted_feet"					"根深蒂固"
        "property_rooted_feet_description"          "当你原地不动时将会获得 <% ITEM_RPC_ROOTED_FEET_ARMOR_AMP %>x 护甲和魔甲, <% ITEM_RPC_ROOTED_FEET_HP_REGEN_PCT %>% 的生命回复加成, 并且降低受到的伤害 <% ITEM_RPC_ROOTED_FEET_DMG_REDUCTION %>% "

        "DOTA_Tooltip_modifier_rooted_feet_immobile_active" "根深蒂固"
        "DOTA_Tooltip_modifier_rooted_feet_immobile_active_Description" "增加你的防御以及生命回复"

        "item_rpc_rooted_feet_ruby1"                                        "根深蒂固现在具有 @ruby_property1 秒的粘滞时间 "
        "item_rpc_rooted_feet_emerald1"                                     "增加根深蒂固的生命回复加成 @emerald_property1%"
        "item_rpc_rooted_feet_sapphire1"                                        "处于根深蒂固状态下时将会获得 @sapphire_property1 点物理穿透和魔法穿透"
        "item_rpc_rooted_feet_amethyst1"                                        "处于根深蒂固状态下时将会获得 @amethyst_property1% 状态抗性"
		
		
    	"DOTA_Tooltip_ability_item_rpc_crusader_boots"									"十字军之靴"
    	"item_rpc_crusader_boots_ruby1"									"增加 @ruby_property1 点力量并且每点力量增加你的基础攻击力 @ruby_property2 点"
    	"item_rpc_crusader_boots_emerald1"									"忠诚光环现在将会提供 @emerald_property1% 纯粹伤害抗性"
    	"item_rpc_crusader_boots_sapphire1"									"增加忠诚光环的范围 @sapphire_property1 并且进一步提高 @sapphire_property2点护甲"
    	"item_rpc_crusader_boots_amethyst1"									"增加 @amethyst_property1点精神并且忠诚光环将会提供数值为 @amethyst_property2% 精神值的魔甲"
		"item_property_crusader_boots"				"忠诚光环"
		"property_crusader_boots_description"		"提升你及附近友军的护甲，提升值为你力量值的<% ITEM_RPC_CRUSADER_BOOTS_STR_TO_ARMOR_AURA_PCT %>%。"

		"DOTA_Tooltip_modifier_devotion_aura_buff"  "忠诚光环"
		"DOTA_Tooltip_modifier_devotion_aura_buff_Description"	"获得额外护甲值"
		
		
    	"DOTA_Tooltip_ability_item_rpc_arcanys_slipper"									"奥术之鞋"
    	"item_rpc_arcanys_slipper_ruby1"									"现在每股奥术能量都会对 <% ITEM_RPC_ARCANYS_SLIPPER_RUBY_RADIUS %> 范围内的敌人造成 @ruby_property1% 攻击力的伤害"
    	"item_rpc_arcanys_slipper_emerald1"									"每点奥术冲击提供的攻击力现在也会提高魔法穿透@emerald_property1"
    	"item_rpc_arcanys_slipper_sapphire1"									"增加 @sapphire_property1点最大生命值"
    	"item_rpc_arcanys_slipper_amethyst1"									"增加 @amethyst_property1点智力并且 提高<font color=\"#E1A2E8\">奥术</font> 伤害@amethyst_property2%"
		"item_property_arcanys_slipper"				"奥术冲击"
		"property_arcanys_slipper_description"		"施放 @Ability3 后，在<% ITEM_RPC_ARCANYS_SLIPPER_EXPLOSIONS_DURATION %>秒内释放<% ITEM_RPC_ARCANYS_SLIPPER_NUMBER_OF_EXPLOSIONS %>股奥术能量。每股能量汲取你 <% ITEM_RPC_ARCANYS_SLIPPER_MANA_DRAIN_PER_EXPLOSION_PCT %>% 的最大魔法值，并提高 <% ITEM_RPC_ARCANYS_SLIPPER_BASE_ATTACK_FOR_MANA_DRAIN %>x 倍所汲取魔法值的基础攻击力。"
		"DOTA_Tooltip_modifier_arcanys_slipper_buff"	"奥术冲击"
		"DOTA_Tooltip_modifier_arcanys_slipper_buff_Description"	"攻击力提高"
		
		
    	"DOTA_Tooltip_ability_item_rpc_swamp_waders"									"沼泽长靴"
	  "item_property_swamp_waders"                                    "粘滞的脚"
        "property_swamp_waders_description"                             "降低移动速度 <% ITEM_RPC_SWAMP_WADERS_MOVESPEED_LOSS %> 和 @Ability3 的弹道速度 <% ITEM_RPC_SWAMP_WADERS_E_TRAVEL_SPEED_LOSS %>%. 你受到的所有buff和debuff持续时间延长 <% ITEM_RPC_SWAMP_WADERS_BUFF_DURATION_INCREASE %>% ."

        "item_rpc_swamp_waders_ruby1"                                   "增加护甲和魔甲 @ruby_property1点。每点当前移动速度降低该效果 @ruby_property2 点"
        "item_rpc_swamp_waders_emerald1"                                    "每移动 <% ITEM_RPC_SWAMP_WADERS_EMERALD_TRAVEL_DISTANCE %> 距离产生一个<% ITEM_RPC_SWAMP_WADERS_EMERALD_RADIUS %> 范围的腐朽气体，减速敌人 @emerald_property1% 并且每 <% ITEM_RPC_SWAMP_WADERS_EMERALD_THINK_INTERVAL %> 秒造成 @emerald_property2% 攻击力的伤害。腐朽气体持续 <% ITEM_RPC_SWAMP_WADERS_EMERALD_DURATION %> 秒"
        "item_rpc_swamp_waders_sapphire1"                                   "增加[E] 的冷却时间<% ITEM_RPC_SWAMP_WADERS_SAPPHIRE_CD_INCREASE %>% ，增加 [E] 的基础技能伤害@sapphire_property1%"
        "item_rpc_swamp_waders_amethyst1"                                   "增加物理穿透和魔法穿透 @amethyst_property1点。每点当前移动速度降低这个效果 @amethyst_property2 点。"
		
    	
    	"DOTA_Tooltip_ability_item_rpc_voyager_boots"									"航海长靴"
		"item_property_voyager_boots"						"航海家"
        "property_voyager_boots_description"              "每移动 <% ITEM_RPC_VOYAGER_BOOTS_TRAVEL_DISTANCE %> 距离降低所有其他技能的冷却时间降低数值为<% ITEM_RPC_VOYAGER_BOOTS_PCT_CD_REDUCTION_ON_TRIGGER %>%的技能的基础冷却时间"
		"item_rpc_voyager_boots_ability_ruby_tooltip"				"Reduces cooldown of all others skills by @ruby_property1% of their base cooldown."

        "item_rpc_voyager_boots_ruby1"                                  "释放 [E] 后，降低其他技能的冷却时间，数值为 @ruby_property1% 技能基础冷却时间"
        "item_rpc_voyager_boots_emerald1"                                   "每有一个技能处于冷却中时，你的移动速度和最大移动速度将会提高 @emerald_property1"
        "item_rpc_voyager_boots_sapphire1"                                  "每有一个技能不在冷却中时，你的攻击力将会提高 @sapphire_property1% 攻击力加成，每一个非冷却状态技能都会增加一层这个效果"
        "item_rpc_voyager_boots_amethyst1"                                  "增加所有基础技能的冷却时间 @amethyst_property1%, 增加基础技能伤害@amethyst_property2%"
		
		
    	"DOTA_Tooltip_ability_item_rpc_redrock_footwear"								"红岩战靴"
		"item_property_redrock"						"灼热步伐"

        "property_redrock_description"              "释放 @Ability3 后，释放 <% ITEM_RPC_REDROCK_FOOTWEAR_NUMBER_OF_PULSES %> 股心灵脉冲，持续 <% ITEM_RPC_REDROCK_FOOTWEAR_DURATION_OF_PULSES %> 秒，脉冲将会强制所有敌人攻击你，持续 <% ITEM_RPC_REDROCK_FOOTWEAR_TAUNT_DURATION %> 秒。当这个效果存在时，你受到的伤害将会降低 <% ITEM_RPC_REDROCK_FOOTWEAR_DAMAGE_REDUCTION_PCT %>%。每一道脉冲增加你的最大生命值 <% ITEM_RPC_REDROCK_FOOTWEAR_MAX_HEALTH_PCT_PER_PULSE %>%。"

        "DOTA_Tooltip_modifier_redrock_footwear_taunt_effect"   "红岩狂热"
        "DOTA_Tooltip_modifier_redrock_footwear_taunt_effect_Description"   "被嘲讽"

        "DOTA_Tooltip_modifier_redrock_footwear_caster_visible" "狂热红岩"
        "DOTA_Tooltip_modifier_redrock_footwear_caster_visible_Description" "增加最大生命值"

        "item_rpc_redrock_footwear_ruby1"                               "增加每道脉冲提供的最大生命值加成 @ruby_property1%"
        "item_rpc_redrock_footwear_emerald1"                                "被嘲讽的敌人的护甲和物理穿透将会降低 @emerald_property1点"
        "item_rpc_redrock_footwear_sapphire1"                               "每道脉冲增加护甲和物理穿透 @sapphire_property1点"
        "item_rpc_redrock_footwear_amethyst1"                               "增加脉冲次数 @amethyst_property1 次"  

		
		
    	"DOTA_Tooltip_ability_item_rpc_pathfinders_resonant_boots"						"共鸣皮靴"
        "item_rpc_pathfinders_resonant_boots_ruby1"                     "降低触发净化共鸣所需时间 @ruby_property1 秒"
        "item_rpc_pathfinders_resonant_boots_emerald1"                      "处于净化共鸣状态下时将会获得 @emerald_property1点物理穿透和魔法穿透"
        "item_rpc_pathfinders_resonant_boots_sapphire1"                     "处于净化共鸣状态下时将会获得 @sapphire_property1% 基础技能伤害"
        "item_rpc_pathfinders_resonant_boots_amethyst1"                     "处于净化共鸣状态下时将会获得 @amethyst_property1% 攻击力"
		"item_property_pathfinder"					"净化共鸣"
		"property_pathfinder_description"			"如果<% ITEM_RPC_PATHFINDERS_RESONANT_BOOTS_DELAY %>秒内未受到伤害，则每秒回复<% ITEM_RPC_PATHFINDERS_RESONANT_BOOTS_HP_RESTORE_PCT %>%的最大生命值和<% ITEM_RPC_PATHFINDERS_RESONANT_BOOTS_MANA_RESTORE_PCT %>%的最大魔法值。"
		
		
    	"DOTA_Tooltip_ability_item_rpc_neptunes_water_gliders"							"海神宝靴"
        "item_rpc_neptunes_water_gliders_ruby1"                         "每点智力提供 @ruby_property1点攻击速度和移动速度"
        "item_rpc_neptunes_water_gliders_emerald1"                          "释放 [E] 后产生一滩范围为 <% ITEM_RPC_NEPTUNES_WATER_GLIDERS_EMERALD_RADIUS %>的潮水，当你处于潮水中时，你将会获得 @emerald_property1 点魔法回复速率以及 @emerald_property2 点魔法穿透和魔甲"
        "item_rpc_neptunes_water_gliders_sapphire1"                         "释放 [W] 后产生一道洪流，洪流将会将你推至 <% ITEM_RPC_NEPTUNES_WATER_GLIDERS_SAPPHIRE_JUMP_HEIGHT %>高度。这个跳跃效果基于你的滑行速度。@sapphire_property1 秒冷却时间。必须接触地面才能触发。当你落地后，眩晕敌人 @sapphire_property2 秒并且对 <% ITEM_RPC_NEPTUNES_WATER_GLIDERS_SAPPHIRE_RADIUS %>内敌人造成 @sapphire_property3% 的攻击力的伤害"
        "item_rpc_neptunes_water_gliders_amethyst1"                         "增加所有 T3 符文数 @amethyst_property1点"
		"item_property_neptune"						"漂流"
		"property_neptune_description"				"移动带有滑行特效，使玩家移动更快。"
		
		
    	"DOTA_Tooltip_ability_item_rpc_blue_dragon_greaves"								"蓝龙胫甲"
    	"item_rpc_blue_dragon_greaves_ruby1"								"释放 [E] 后获得龙舞效果，持续 @ruby_property1 秒，龙舞提供 @ruby_property2 点基础攻击力"
    	"item_rpc_blue_dragon_greaves_emerald1"								"龙舞增加敏捷和精神@emerald_property1点"
    	"item_rpc_blue_dragon_greaves_sapphire1"								"增加龙舞的持续时间 @sapphire_property1%秒并且使龙舞提高 @sapphire_property2点攻击速度"
    	"item_rpc_blue_dragon_greaves_amethyst1"								"增加 <font color=\"#3289C7\">龙</font> 元素伤害和物品伤害@amethyst_property1%"
		"item_property_dragon_greaves"				"龙舞"
		"property_dragon_greaves_description"		"每移动<% ITEM_RPC_BLUE_DRAGON_GREAVES_DISTANCE %>码，获得 <% ITEM_RPC_BLUE_DRAGON_GREAVES_EVASION %>% 闪避并提高 <% ITEM_RPC_BLUE_DRAGON_GREAVES_BONUS_ATTACK_DAMAGE %>% 的攻击力，持续<% ITEM_RPC_BLUE_DRAGON_GREAVES_DURATION %>秒。"
		"DOTA_Tooltip_modifier_blue_dragon_greaves_effect"	"龙舞"
		"DOTA_Tooltip_modifier_blue_dragon_greaves_effect_Description" "<% ITEM_RPC_BLUE_DRAGON_GREAVES_EVASION %>%% 闪避并提高 <% ITEM_RPC_BLUE_DRAGON_GREAVES_BONUS_ATTACK_DAMAGE %>%% 的攻击力"
		
		
    	"DOTA_Tooltip_ability_item_rpc_resplendent_rubber_boots"						"橡胶靴"
        "item_rpc_resplendent_rubber_boots_ruby1"                       "增加所有 [Q1] 符文 @ruby_property1 点"
        "item_rpc_resplendent_rubber_boots_emerald1"                        "增加所有 [E1] 符文 @emerald_property1点"
        "item_rpc_resplendent_rubber_boots_sapphire1"                       "增加所有 [W1] 符文 @sapphire_property1点"
        "item_rpc_resplendent_rubber_boots_amethyst1"                       "增加所有 [R1] 符文 @amethyst_property1点"
		"item_property_resplendent_rubber"					"接地"
		"property_resplendent_rubber_description"			"减少受到的魔法伤害<% ITEM_RPC_RESPLENDENT_RUBBER_BOOTS_DMG_REDUCTION %>%。"
		
		
    	"DOTA_Tooltip_ability_item_rpc_boots_of_old_wisdom"								"古老智慧之鞋"
    	"item_rpc_boots_of_old_wisdom_ruby1"								"降低技能变异的恢复时间 @ruby_property1 秒"
    	"item_rpc_boots_of_old_wisdom_emerald1"								"增加敏捷和智力@emerald_property1点"
    	"item_rpc_boots_of_old_wisdom_sapphire1"								"每 <% ITEM_RPC_BOOTS_OF_OLD_WISDOM_SAPPHIRE_INTERVAL %>获得 @sapphire_property1 点魔法穿透。当这个效果达到@sapphire_property2 点额外魔法穿透时，这个效果将会清零。"
    	"item_rpc_boots_of_old_wisdom_amethyst1"								"处于技能变异状态下时获得 @amethyst_property1 点护甲和魔甲,以及 @amethyst_property2点魔法回复"
		"item_property_old_wisdom"								"技能变异"
		"property_old_wisdom_description"						"提高基础技能伤害 <% ITEM_RPC_BOOTS_OF_OLD_WISDOM_BAD %>% 。连续两次使用相同的技能将移除该效果<% ITEM_RPC_BOOTS_OF_OLD_WISDOM_COOLDOWN %>秒。"
		"DOTA_Tooltip_modifier_boots_of_old_wisdom_cooldown"				"技能变异冷却中"
		"DOTA_Tooltip_modifier_boots_of_old_wisdom_cooldown_Description"	"连续使用相同的技能"
		
		
    	"DOTA_Tooltip_ability_item_rpc_boots_of_pure_waters"							"纯净水之靴"
		"item_property_pure_waters"							"纯净水"
        "property_pure_waters_description"                  "释放 @Ability3 后，释放出一道激流，对路径上的敌人造成 <% ITEM_RPC_BOOTS_OF_PURE_WATERS_INT_TO_DMG %>x 你的智力值的纯粹伤害。被纯净水击中的敌人的将会被减速 <% ITEM_RPC_BOOTS_OF_PURE_WATERS_SLOW %>% ，持续 <% ITEM_RPC_BOOTS_OF_PURE_WATERS_SLOW_DURATION %> 秒.<br>每 <% ITEM_RPC_BOOTS_OF_PURE_WATERS_INTERVAL_RESTRICTION %> 秒只能触发一次"

        "item_rpc_boots_of_pure_waters_ruby1"                           " @ruby_property1% 攻击力加入到激流的伤害中，并且普通攻击有 @ruby_property2% 概率触发一次纯净水，该次触发不会进入冷却。"
        "item_rpc_boots_of_pure_waters_emerald1"                            "增加纯净水的穿行速度 @emerald_property1 以及他的伤害 @emerald_property2"
        "item_rpc_boots_of_pure_waters_sapphire1"                           "触发纯净水后恢复 @sapphire_property1% 最大魔法值并且增加纯净水的距离 @sapphire_property2"
        "item_rpc_boots_of_pure_waters_amethyst1"                           "释放 [Q] 后释放 @amethyst_property1 道纯净水。与基础效果的触发限制相同。"
		
		
    	"DOTA_Tooltip_ability_item_rpc_terrasic_lava_boots"								"熔岩靴"
		"item_property_terrasic_lava"						"熔岩践踏"
